operationId,method,path,kind,detail,computable,abox_fact
searchRolesForGroup,POST,/groups/{groupId}/roles/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchRolesForGroup,POST,/groups/{groupId}/roles/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchRolesForGroup,POST,/groups/{groupId}/roles/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchRolesForGroup,POST,/groups/{groupId}/roles/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchRolesForGroup,POST,/groups/{groupId}/roles/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchRolesForGroup,POST,/groups/{groupId}/roles/search,documented-500,response code 500 documented in spec,yes,
searchUsersForGroup,POST,/groups/{groupId}/users/search,happy-path,documented success response,yes,
searchUsersForGroup,POST,/groups/{groupId}/users/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchUsersForGroup,POST,/groups/{groupId}/users/search,404-not-found,"path param=groupId, type=string, format=GroupId",yes,
searchUsersForGroup,POST,/groups/{groupId}/users/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchUsersForGroup,POST,/groups/{groupId}/users/search,pagination-sort:request-shape,sort array in body,yes,
searchUsersForGroup,POST,/groups/{groupId}/users/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUsersForGroup,POST,/groups/{groupId}/users/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchUsersForGroup,POST,/groups/{groupId}/users/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchUsersForGroup,POST,/groups/{groupId}/users/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchUsersForGroup,POST,/groups/{groupId}/users/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchUsersForGroup,POST,/groups/{groupId}/users/search,documented-500,response code 500 documented in spec,yes,
assignUserToGroup,PUT,/groups/{groupId}/users/{username},happy-path,documented success response,yes,
assignUserToGroup,PUT,/groups/{groupId}/users/{username},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
assignUserToGroup,PUT,/groups/{groupId}/users/{username},404-not-found,"path param=groupId, type=string, format=GroupId",yes,
assignUserToGroup,PUT,/groups/{groupId}/users/{username},404-not-found,"path param=username, type=string, format=Username",yes,
assignUserToGroup,PUT,/groups/{groupId}/users/{username},409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
assignUserToGroup,PUT,/groups/{groupId}/users/{username},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
assignUserToGroup,PUT,/groups/{groupId}/users/{username},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
assignUserToGroup,PUT,/groups/{groupId}/users/{username},documented-500,response code 500 documented in spec,yes,
assignUserToGroup,PUT,/groups/{groupId}/users/{username},documented-503,response code 503 documented in spec,yes,
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},happy-path,documented success response,yes,
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},404-not-found,"path param=groupId, type=string, format=GroupId",yes,
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},404-not-found,"path param=username, type=string, format=Username",yes,
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},business-entity-lifecycle,operationId prefix `unassign` implies state transition,no,lifecycle state machine for this entity
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},documented-500,response code 500 documented in spec,yes,
unassignUserFromGroup,DELETE,/groups/{groupId}/users/{username},documented-503,response code 503 documented in spec,yes,
searchIncidents,POST,/incidents/search,happy-path,documented success response,yes,
searchIncidents,POST,/incidents/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchIncidents,POST,/incidents/search,bad-request:additional-property,closed schema,yes,
searchIncidents,POST,/incidents/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchIncidents,POST,/incidents/search,pagination-sort:request-shape,sort array in body,yes,
searchIncidents,POST,/incidents/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchIncidents,POST,/incidents/search,filter:request-shape,filter object in body,yes,
searchIncidents,POST,/incidents/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchIncidents,POST,/incidents/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchIncidents,POST,/incidents/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchIncidents,POST,/incidents/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchIncidents,POST,/incidents/search,documented-500,response code 500 documented in spec,yes,
getIncident,GET,/incidents/{incidentKey},happy-path,documented success response,yes,
getIncident,GET,/incidents/{incidentKey},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getIncident,GET,/incidents/{incidentKey},404-not-found,"path param=incidentKey, type=string, format=IncidentKey",yes,
getIncident,GET,/incidents/{incidentKey},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getIncident,GET,/incidents/{incidentKey},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getIncident,GET,/incidents/{incidentKey},documented-500,response code 500 documented in spec,yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,happy-path,documented success response,yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
resolveIncident,POST,/incidents/{incidentKey}/resolution,404-not-found,"path param=incidentKey, type=string, format=IncidentKey",yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,bad-request:additional-property,closed schema,yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,bad-request:format-invalid,"field=operationReference, format=int64",yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,bad-request:range-violation,field=operationReference,yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
resolveIncident,POST,/incidents/{incidentKey}/resolution,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
resolveIncident,POST,/incidents/{incidentKey}/resolution,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
resolveIncident,POST,/incidents/{incidentKey}/resolution,documented-500,response code 500 documented in spec,yes,
resolveIncident,POST,/incidents/{incidentKey}/resolution,documented-503,response code 503 documented in spec,yes,
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,happy-path,documented success response,yes,
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,bad-request:missing-required,field=filter,yes,
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,bad-request:type-mismatch,"field=sort, type=array",yes,
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,pagination-sort:request-shape,page object in body,yes,
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,pagination-sort:request-shape,sort array in body,yes,
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,filter:request-shape,filter object in body,yes,
getProcessInstanceStatisticsByDefinition,POST,/incidents/statistics/process-instances-by-definition,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
